run,phase,phase_time,NIP_density,cue_on,cue_value,cue_onset_impulse,cue_phase_sin,cue_phase_cos
Arrival_Run1,BASELINE_1,75.0,0.13609152510186634,0.0,0.0,0.0,9.82193361864236e-16,1.0
Arrival_Run1,BASELINE_1,76.0,0.0,0.0,0.0,0.0,0.8660254037844465,-0.4999999999999864
Arrival_Run1,BASELINE_1,77.0,0.0,0.0,0.0,0.0,-0.8660254037844367,-0.5000000000000034
Arrival_Run1,BASELINE_1,78.0,0.0,0.0,0.0,0.0,-2.057901807076824e-14,1.0
Arrival_Run1,BASELINE_1,79.0,0.0,0.0,0.0,0.0,0.866025403784443,-0.49999999999999234
Arrival_Run1,BASELINE_1,80.0,0.0,0.0,0.0,0.0,-0.8660254037844402,-0.49999999999999745
Arrival_Run1,BASELINE_1,81.0,0.0,0.0,0.0,0.0,-1.371852007299671e-14,1.0
Arrival_Run1,BASELINE_1,82.0,0.0,0.0,0.0,0.0,0.8660254037844538,-0.4999999999999737
Arrival_Run1,BASELINE_1,83.0,0.0,0.0,0.0,0.0,-0.8660254037844436,-0.4999999999999915
Arrival_Run1,BASELINE_1,84.0,0.0,0.0,0.0,0.0,-6.858022075225178e-15,1.0
Arrival_Run1,BASELINE_1,85.0,0.0,0.0,0.0,0.0,0.8660254037844362,-0.5000000000000042
Arrival_Run1,BASELINE_1,86.0,0.0,0.0,0.0,0.0,-0.8660254037844327,-0.5000000000000102
Arrival_Run1,BASELINE_1,87.0,0.0,0.0,0.0,0.0,-2.8419233507857654e-14,1.0
Arrival_Run1,BASELINE_1,88.0,0.0,0.0,0.0,0.0,0.8660254037844469,-0.49999999999998557
Arrival_Run1,BASELINE_1,89.0,0.0,0.0,0.0,0.0,-0.8660254037844362,-0.5000000000000042
Arrival_Run1,BASELINE_1,90.0,0.0,0.0,0.0,0.0,6.8629739203178846e-15,1.0
Arrival_Run1,BASELINE_1,91.0,0.0,0.0,0.0,0.0,0.8660254037844436,-0.4999999999999915
Arrival_Run1,BASELINE_1,92.0,0.0,0.0,0.0,0.0,-0.8660254037844254,-0.5000000000000229
Arrival_Run1,BASELINE_1,93.0,0.0,0.0,0.0,0.0,-1.469823751231459e-14,1.0
Arrival_Run1,BASELINE_1,94.0,0.0,0.0,0.0,0.0,0.8660254037844402,-0.49999999999999745
Arrival_Run1,BASELINE_1,95.0,0.0,0.0,0.0,0.0,-0.866025403784443,-0.49999999999999234
Arrival_Run1,BASELINE_1,96.0,0.0,0.0,0.0,0.0,-7.83773951454306e-15,1.0
Arrival_Run1,BASELINE_1,97.0,0.0,0.0,0.0,0.0,0.8660254037844509,-0.4999999999999788
Arrival_Run1,BASELINE_1,98.0,0.0,0.0,0.0,0.0,-0.8660254037844323,-0.500000000000011
Arrival_Run1,BASELINE_1,99.0,0.0,0.0,0.0,0.0,-9.772415167715292e-16,1.0
Arrival_Run1,BASELINE_1,100.0,0.0,0.0,0.0,0.0,0.8660254037844333,-0.5000000000000093
Arrival_Run1,BASELINE_1,101.0,0.0,0.0,0.0,0.0,-0.8660254037844357,-0.5000000000000051
Arrival_Run1,BASELINE_1,102.0,0.0,0.0,0.0,0.0,-2.2538452949404006e-14,1.0
Arrival_Run1,BASELINE_1,103.0,0.0,0.0,0.0,0.0,0.866025403784444,-0.4999999999999907
Arrival_Run1,BASELINE_1,104.0,0.0,0.0,0.0,0.0,-0.8660254037844392,-0.49999999999999917
Arrival_Run1,BASELINE_1,105.0,0.0,0.0,0.0,0.0,1.2743754478771533e-14,1.0
Arrival_Run1,BASELINE_1,106.0,0.0,0.0,0.0,0.0,0.8660254037844406,-0.4999999999999966
Arrival_Run1,BASELINE_1,107.0,0.0,0.0,0.0,0.0,-0.8660254037844284,-0.5000000000000179
Arrival_Run1,BASELINE_1,108.0,0.0,0.0,0.0,0.0,-8.817456953860943e-15,1.0
Arrival_Run1,BASELINE_1,109.0,0.0,0.0,0.0,0.0,0.8660254037844514,-0.49999999999997796
